timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1602582935322,112936,HTTP Request,200,OK,Grupa wątków 1-43,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,112903,0,32160
1602582968754,79512,HTTP Request,200,OK,Grupa wątków 1-7,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,79478,0,26074
1602582972207,76066,HTTP Request,200,OK,Grupa wątków 1-25,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,76019,0,25658
1602582967478,80815,HTTP Request,200,OK,Grupa wątków 1-48,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,80795,0,18936
1602582935402,119896,HTTP Request,200,OK,Grupa wątków 1-26,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,113832,0,48605
1602582978526,78160,HTTP Request,200,OK,Grupa wątków 1-23,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,70707,0,0
1602582935631,121056,HTTP Request,200,OK,Grupa wątków 1-2,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,113900,0,50782
1602582996145,70211,HTTP Request,200,OK,Grupa wątków 1-35,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,64020,0,9705
1602582996145,70233,HTTP Request,200,OK,Grupa wątków 1-24,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,64001,0,6781
1602582996150,70717,HTTP Request,200,OK,Grupa wątków 1-50,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,68867,0,13426
1602582996155,71215,HTTP Request,200,OK,Grupa wątków 1-27,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,68734,0,14417
1602582969528,105736,HTTP Request,200,OK,Grupa wątków 1-45,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,97006,0,25300
1602582970907,104359,HTTP Request,200,OK,Grupa wątków 1-44,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,94113,0,25262
1602582996974,78296,HTTP Request,200,OK,Grupa wątków 1-15,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,69378,0,17904
1602582973835,106065,HTTP Request,200,OK,Grupa wątków 1-14,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,93734,0,26231
1602582996148,83758,HTTP Request,200,OK,Grupa wątków 1-41,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,72790,0,11480
1602582996719,84119,HTTP Request,200,OK,Grupa wątków 1-40,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,78549,0,13923
1602582997443,83399,HTTP Request,200,OK,Grupa wątków 1-49,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,77830,0,20004
1602583000066,83069,HTTP Request,200,OK,Grupa wątków 1-18,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,75917,0,19594
1602582995510,87624,HTTP Request,200,OK,Grupa wątków 1-5,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,80472,0,5570
1602582996165,86970,HTTP Request,200,OK,Grupa wątków 1-10,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,79818,0,14414
1602582996151,87341,HTTP Request,200,OK,Grupa wątków 1-1,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,79863,0,13427
1602583019041,64452,HTTP Request,200,OK,Grupa wątków 1-19,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,58774,0,2688
1602582968285,116018,HTTP Request,200,OK,Grupa wątków 1-34,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,111613,0,24594
1602582997319,86988,HTTP Request,200,OK,Grupa wątków 1-38,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,82586,0,20128
1602582969100,116920,HTTP Request,200,OK,Grupa wątków 1-30,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,112438,0,26407
1602582996719,89303,HTTP Request,200,OK,Grupa wątków 1-37,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,84820,0,13922
1602582971342,115858,HTTP Request,200,OK,Grupa wątków 1-39,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,112980,0,25184
1602582996145,91064,HTTP Request,200,OK,Grupa wątków 1-11,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,88262,0,4963
1602583010576,79309,HTTP Request,200,OK,Grupa wątków 1-3,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,76649,0,9086
1602583015246,78552,HTTP Request,200,OK,Grupa wątków 1-8,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,74730,0,5118
1602582997875,98151,HTTP Request,200,OK,Grupa wątków 1-21,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,92017,0,21745
1602583014882,82161,HTTP Request,200,OK,Grupa wątków 1-13,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,78965,0,5433
1602583028063,72903,HTTP Request,200,OK,Grupa wątków 1-6,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,71308,0,20177
1602582997868,103426,HTTP Request,200,OK,Grupa wątków 1-47,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,101335,0,20546
1602582970219,132432,HTTP Request,200,OK,Grupa wątków 1-31,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,129234,0,25288
1602583020316,83132,HTTP Request,200,OK,Grupa wątków 1-16,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,79138,0,9226
1602583020315,85151,HTTP Request,200,OK,Grupa wątków 1-46,text,true,,321325,429,50,50,https://localhost:5001/ExchangeRate/GetFromDates/,79653,0,7857
